Intern_ID,Task_Completion_Time_Hrs,Feedback_Rating,Attendance_Percentage,Performance
1069,4.91,4.0,80.59,0.75
1070,16.45,3.4,66.91,0.3
1071,2.84,3.5,19.55,0.75
1072,10.55,2.7,74.6,0.4
1073,4.48,4.6,68.39,0.84
1074,13.2,4.9,16.74,0.59
1075,11.28,2.4,11.46,0.34
1076,6.3,2.5,5.55,0.52
1077,6.64,2.5,58.74,0.51
1078,3.9,3.1,88.72,0.67
1079,11.04,2.4,31.54,0.35
1080,10.47,4.5,72.52,0.63
1081,1.6,2.0,43.49,0.61
1082,1.48,3.7,98.4,0.82
1083,14.79,4.4,82.15,0.48
1084,2.07,1.4,98.87,0.52
1085,15.25,3.0,24.76,0.29
1086,6.65,4.5,6.91,0.76
1087,8.05,4.7,8.9,0.74
1088,8.82,2.6,27.64,0.45
1089,10.68,2.0,88.31,0.31
1090,8.04,4.6,80.23,0.72
1091,7.98,2.4,77.96,0.45
1092,15.86,4.1,37.08,0.41
1093,11.52,4.3,59.08,0.57
1094,3.8,3.3,46.42,0.7
1095,9.21,3.8,40.62,0.59
1096,16.2,3.3,34.67,0.3
1097,2.54,4.7,8.14,0.91
1098,7.46,2.6,21.97,0.49
1099,12.48,4.8,11.15,0.6
1100,6.43,2.8,13.44,0.55
1101,2.24,1.6,88.86,0.53
1102,14.98,3.6,41.91,0.37
1103,3.41,3.7,5.14,0.76
1104,13.32,4.4,13.89,0.53
1105,11.44,4.8,10.37,0.64
1106,6.05,4.1,54.19,0.72
1107,12.16,1.7,92.15,0.23
1108,14.17,4.7,76.2,0.54
1109,10.61,3.4,9.54,0.49
1110,1.42,1.4,70.17,0.54
1111,15.67,3.0,32.66,0.28
1112,16.31,2.1,9.38,0.14
1113,10.56,2.8,65.22,0.42
1114,16.12,2.6,30.8,0.21
1115,16.36,1.8,72.9,0.1
1116,12.38,2.0,62.33,0.26
1117,14.62,4.7,12.88,0.52
1118,12.86,3.6,82.63,0.44
1119,8.52,4.9,2.34,0.74
1120,3.35,1.1,51.13,0.44
1121,4.88,2.0,55.73,0.5
1122,10.83,2.4,14.16,0.36
1123,13.79,2.9,3.11,0.32
1124,9.46,2.6,63.52,0.43
1125,4.37,2.0,19.48,0.52
1126,1.65,4.2,3.68,0.88
1127,11.24,1.2,81.35,0.19
1128,2.46,4.5,51.32,0.89
1129,11.4,1.9,28.22,0.28
1130,11.13,2.5,61.38,0.36
1131,14.17,1.2,25.5,0.1
1132,5.88,4.0,0.81,0.72
1133,12.28,1.3,62.4,0.17
1134,10.39,2.8,67.15,0.42
1135,14.91,3.9,80.65,0.41
1136,2.63,4.6,67.68,0.9
1137,3.03,2.2,10.72,0.58
1138,5.27,1.2,18.25,0.39
1139,7.63,4.7,68.07,0.75
1140,9.11,3.7,38.4,0.58
1141,2.2,1.6,14.59,0.54
1142,9.76,3.2,43.3,0.49
1143,8.02,4.8,86.14,0.75
1144,11.51,3.1,58.19,0.42
1145,10.94,1.4,40.55,0.23
1146,13.97,3.6,79.83,0.41
1147,4.3,4.0,46.81,0.77
1148,16.35,2.1,51.33,0.14
1149,4.44,2.6,64.06,0.59
1150,1.65,4.6,7.91,0.93
1151,7.77,3.0,86.37,0.53
1152,5.3,1.9,84.59,0.47
1153,14.33,4.7,60.17,0.53
1154,15.48,3.3,24.82,0.32
1155,11.54,4.1,93.36,0.55
1156,15.04,1.3,37.04,0.08
1157,7.23,1.4,27.76,0.35
1158,16.09,3.2,61.23,0.29
1159,7.17,1.8,80.3,0.4
1160,2.68,3.3,38.97,0.73
1161,1.86,1.6,60.25,0.55
1162,1.18,3.0,43.12,0.74
1163,4.41,1.3,89.69,0.43
1164,7.62,1.9,81.14,0.4
1165,3.23,3.7,77.9,0.77
1166,5.56,4.2,26.75,0.75
1167,6.1,1.6,54.84,0.41
1168,15.38,4.1,80.27,0.42
1169,5.5,4.2,79.51,0.75
1170,1.61,2.9,96.89,0.72
1171,10.19,4.2,10.72,0.6
1172,1.3,1.7,22.65,0.58
1173,5.29,2.8,46.32,0.59
1174,15.02,4.3,57.0,0.46
1175,3.75,4.8,89.15,0.89
1176,13.59,4.2,36.3,0.49
1177,6.97,2.9,19.83,0.54
1178,6.25,2.0,1.72,0.46
1179,12.49,1.7,39.63,0.22
1180,2.36,4.7,63.48,0.92
1181,4.22,4.4,4.27,0.82
1182,7.05,4.5,92.16,0.74
1183,16.45,4.2,69.32,0.4
1184,2.02,1.8,87.46,0.57
1185,1.84,2.1,26.39,0.61
1186,9.77,3.1,48.07,0.48
1187,7.89,4.9,4.85,0.77
1188,3.54,3.6,9.48,0.74
1189,4.21,3.7,15.24,0.73
1190,9.18,1.7,63.3,0.32
1191,7.4,3.3,82.28,0.58
1192,8.92,2.6,93.97,0.44
1193,4.57,4.7,11.15,0.85
1194,14.69,3.1,69.19,0.32
1195,6.92,3.5,65.61,0.62
1196,15.2,4.1,36.95,0.43
1197,2.44,3.0,63.11,0.7
1198,5.27,1.9,88.55,0.47
1199,2.67,3.4,42.27,0.75
1200,7.56,1.3,98.83,0.33
1201,15.86,1.3,95.81,0.06
1202,10.16,2.0,67.81,0.33
1203,1.25,3.5,19.14,0.8
1204,3.32,1.1,12.07,0.44
1205,1.94,4.5,59.1,0.91
1206,12.91,4.1,25.94,0.5
1207,11.06,3.5,50.71,0.49
1208,14.13,4.3,3.64,0.49
1209,6.16,3.7,42.18,0.67
1210,7.12,2.7,43.05,0.52
1211,1.69,1.3,74.56,0.52
1212,16.32,4.5,78.63,0.44
1213,9.99,4.4,27.92,0.64
1214,8.59,1.1,96.36,0.27
1215,16.47,2.6,11.9,0.2
1216,12.09,3.6,53.87,0.47
1217,7.85,2.4,2.0,0.45
1218,10.63,3.7,68.71,0.53
1219,5.13,3.4,51.32,0.67
1220,11.92,1.8,29.2,0.25
1221,13.95,1.3,32.6,0.12
1222,4.27,1.6,11.23,0.47
1223,12.74,3.3,92.99,0.41
1224,1.53,1.8,52.87,0.58
1225,7.76,4.1,61.91,0.67
1226,15.87,1.5,73.8,0.08
1227,3.28,2.3,43.18,0.59
1228,8.46,3.5,72.02,0.57
1229,4.94,1.4,21.81,0.42
1230,11.8,4.7,50.5,0.61
1231,15.67,2.1,3.45,0.16
1232,16.06,4.3,35.57,0.43
1233,14.74,2.0,95.55,0.18
1234,12.65,3.5,47.89,0.44
1235,3.71,1.9,84.54,0.53
1236,1.11,4.2,39.37,0.9
1237,11.97,1.7,92.58,0.23
1238,9.42,3.8,53.04,0.58
1239,14.02,1.4,43.96,0.13
1240,5.23,2.6,44.51,0.56
1241,8.25,1.1,89.87,0.28
1242,13.21,4.0,0.51,0.48
1243,15.73,2.9,97.76,0.26
1244,2.58,4.3,95.86,0.86
1245,4.96,4.9,36.77,0.86
1246,4.5,2.6,2.11,0.59
1247,8.06,3.9,94.36,0.63
1248,4.97,3.6,91.35,0.7
1249,9.46,1.2,25.49,0.25
1250,7.22,1.2,46.56,0.32
1251,3.01,3.7,87.47,0.77
1252,11.41,2.1,35.06,0.3
1253,6.73,4.1,95.38,0.7
1254,4.18,2.1,52.91,0.53
1255,1.02,2.4,98.99,0.67
1256,12.49,4.0,34.62,0.5
1257,14.64,2.4,47.44,0.23
1258,3.56,2.1,66.44,0.55
1259,2.16,1.4,21.42,0.51
1260,16.15,3.9,85.86,0.37
1261,3.24,3.3,50.68,0.72
1262,13.54,2.6,88.02,0.3
1263,11.55,3.5,45.42,0.47
1264,15.3,1.8,91.67,0.14
1265,5.22,2.4,77.19,0.54
1266,10.27,1.4,45.4,0.25
1267,8.56,3.4,73.5,0.56
1268,4.01,4.8,11.65,0.88
1269,12.11,2.0,79.85,0.27
1270,13.61,1.7,38.32,0.18
1271,9.89,4.8,57.68,0.69
1272,13.98,2.3,14.3,0.24
1273,12.59,1.5,56.26,0.19
1274,6.36,3.5,76.37,0.64
1275,2.37,4.8,67.85,0.93
1276,5.53,3.3,42.68,0.64
1277,5.48,4.0,29.07,0.73
1278,10.6,2.8,85.64,0.42
1279,1.75,4.2,4.14,0.88
1280,12.7,3.7,51.74,0.46
1281,1.12,3.0,88.22,0.75
1282,6.56,4.7,0.36,0.78
1283,8.02,1.2,41.94,0.3
1284,7.88,3.8,81.23,0.63
1285,7.23,1.7,17.84,0.39
1286,13.23,3.3,55.94,0.39
1287,1.84,1.6,57.07,0.55
1288,9.32,3.3,11.08,0.52
1289,15.26,4.0,26.04,0.41
1290,6.43,4.2,41.05,0.72
1291,7.32,1.1,30.45,0.31
1292,4.07,1.2,90.5,0.43
1293,4.68,4.5,0.34,0.82
1294,9.17,2.6,45.66,0.44
1295,1.59,4.5,22.63,0.92
1296,4.48,4.0,98.55,0.76
1297,1.77,1.3,35.64,0.51
1298,9.6,1.1,29.58,0.24
1299,16.1,5.0,63.38,0.51
1300,3.38,3.1,41.04,0.69
1301,7.29,4.2,5.93,0.7
1302,8.18,4.5,50.69,0.71
1303,14.05,4.4,19.25,0.5
1304,16.46,2.0,46.19,0.13
1305,15.94,3.1,73.05,0.28
1306,4.19,2.6,35.92,0.6
1307,3.63,2.0,83.83,0.54
1308,7.87,4.2,62.88,0.68
1309,10.86,5.0,91.5,0.68
1310,2.43,4.8,16.77,0.93
1311,14.47,3.7,97.95,0.4
1312,13.37,1.7,80.75,0.19
1313,13.72,4.8,92.7,0.56
1314,3.4,4.1,99.76,0.81
1315,14.28,1.8,48.57,0.17
1316,9.58,1.6,41.24,0.3
1317,13.37,1.9,21.89,0.21
1318,10.79,1.2,3.05,0.21
1319,5.99,2.8,1.6,0.56
1320,4.45,1.7,66.26,0.48
1321,6.71,4.9,58.85,0.8
1322,10.48,4.7,48.39,0.66
1323,8.45,3.8,87.11,0.61
1324,12.77,4.3,31.9,0.53
1325,3.0,1.7,95.69,0.52
1326,6.59,4.8,59.28,0.79
1327,11.09,3.2,97.68,0.45
1328,13.13,1.1,14.8,0.12
1329,3.03,2.4,60.0,0.61
1330,16.24,3.8,74.06,0.36
1331,11.89,3.6,61.77,0.47
1332,4.4,3.9,23.04,0.75
1333,11.88,2.5,80.39,0.34
1334,15.98,1.9,36.11,0.13
1335,5.34,2.9,27.47,0.6
1336,6.32,4.9,57.03,0.82
1337,3.05,2.6,3.62,0.63
1338,7.03,2.0,85.58,0.43
1339,1.51,1.1,38.3,0.5
1340,9.2,2.7,50.99,0.45
1341,5.88,3.1,14.02,0.61
1342,3.4,1.3,14.12,0.46
1343,4.34,4.4,24.45,0.82
1344,2.26,2.0,95.9,0.58
1345,11.38,4.5,93.43,0.6
1346,12.85,1.5,46.51,0.18
1347,15.26,3.5,63.7,0.35
1348,7.11,3.0,64.58,0.55
1349,11.32,3.3,54.86,0.45
1350,10.7,4.3,13.5,0.6
1351,9.26,1.6,0.53,0.31
1352,4.14,1.1,41.19,0.41
1353,14.1,4.8,39.86,0.55
1354,4.47,1.5,87.4,0.45
1355,12.14,4.8,6.55,0.62
1356,7.58,1.5,43.36,0.35
1357,7.65,3.6,97.37,0.61
1358,3.36,4.9,28.46,0.91
1359,12.2,2.9,43.92,0.38
1360,3.74,1.8,22.77,0.51
1361,3.89,4.1,66.34,0.79
1362,4.85,1.8,87.75,0.48
1363,3.97,1.6,18.88,0.48
1364,12.36,2.5,9.2,0.32
1365,1.49,4.4,8.94,0.91
1366,13.83,2.3,44.44,0.25
1367,5.47,1.5,94.73,0.42
1368,15.42,3.9,14.52,0.4
1369,12.82,3.0,33.98,0.37
1370,1.1,1.9,52.59,0.61
1371,9.02,4.9,70.01,0.73
1372,9.57,3.9,20.82,0.59
1373,11.37,2.8,61.42,0.39
1374,8.29,4.0,4.64,0.64
1375,6.84,3.6,36.36,0.64
1376,1.98,3.6,13.5,0.79
1377,10.69,1.6,52.65,0.26
1378,1.95,3.6,82.45,0.79
1379,9.38,2.3,8.04,0.39
1380,7.73,1.3,35.03,0.32
1381,4.2,3.5,31.99,0.71
1382,10.97,4.8,46.85,0.65
1383,16.0,3.2,67.87,0.29
1384,1.94,2.4,97.94,0.64
1385,8.62,4.4,79.99,0.68
1386,10.89,1.9,22.13,0.29
1387,12.49,1.6,31.43,0.2
1388,11.46,2.9,66.02,0.4
1389,3.34,3.2,92.11,0.7
1390,13.68,4.0,53.78,0.47
1391,1.73,3.0,40.95,0.73
1392,10.72,3.0,90.72,0.44
1393,14.99,2.9,73.35,0.29
1394,6.82,4.4,31.56,0.74
1395,10.92,2.8,50.12,0.4
1396,5.98,1.8,3.92,0.44
1397,13.13,2.8,36.04,0.33
1398,3.76,2.3,60.11,0.57
1399,1.27,1.9,34.15,0.6
1400,12.58,1.1,87.59,0.14
1401,4.03,2.7,50.78,0.61
1402,5.31,4.7,84.62,0.82
1403,10.82,3.9,81.28,0.55
1404,14.53,1.3,61.77,0.1
1405,14.71,4.4,27.48,0.48
1406,6.47,5.0,42.27,0.82
1407,2.37,2.9,67.12,0.69
1408,2.76,3.2,15.09,0.72
1409,3.89,2.4,32.58,0.58
1410,6.31,5.0,9.98,0.83
1411,2.51,1.9,51.22,0.56
1412,5.17,5.0,96.69,0.87
1413,12.63,3.4,0.89,0.42
1414,13.02,2.9,27.31,0.35
1415,13.57,4.7,78.16,0.56
1416,11.43,4.8,93.71,0.64
1417,12.7,4.8,26.67,0.6
1418,13.69,4.9,11.88,0.58
1419,14.88,3.0,13.78,0.3
1420,2.92,2.7,47.96,0.65
1421,8.31,3.8,52.1,0.61
1422,6.36,1.5,93.89,0.39
1423,11.08,5.0,39.22,0.67
1424,2.36,2.7,26.33,0.67
1425,12.3,3.8,30.43,0.49
1426,10.72,2.2,25.12,0.34
1427,15.07,3.5,28.56,0.36
1428,15.99,3.5,28.16,0.33
1429,6.87,1.0,29.41,0.31
1430,3.71,2.1,89.25,0.55
1431,4.39,4.0,72.59,0.77
1432,13.15,3.5,89.58,0.42
1433,15.22,4.9,60.84,0.53
1434,14.33,2.5,72.84,0.26
1435,1.95,4.2,53.17,0.87
1436,10.68,4.6,8.97,0.64
1437,3.35,3.0,38.78,0.67
1438,13.98,2.9,44.05,0.32
1439,8.03,3.5,85.06,0.59
1440,8.48,4.1,60.94,0.65
1441,8.27,1.7,40.73,0.35
1442,2.8,2.1,78.36,0.58
1443,6.7,4.7,22.89,0.78
1444,13.06,3.2,71.17,0.39
1445,4.53,2.8,2.78,0.61
1446,1.64,3.0,39.86,0.73
1447,1.11,4.2,60.91,0.9
1448,15.13,4.7,68.5,0.51
1449,9.42,1.3,58.1,0.27
1450,6.12,4.2,60.18,0.73
1451,7.99,2.5,53.11,0.46
1452,8.55,2.5,41.06,0.44
1453,6.65,2.1,71.24,0.46
1454,7.52,1.2,50.13,0.31
1455,11.32,3.5,89.67,0.48
1456,16.47,2.4,60.33,0.18
1457,11.26,2.0,86.65,0.29
1458,6.61,3.0,41.24,0.57
1459,6.59,4.6,17.44,0.77
1460,12.71,4.3,83.44,0.53
1461,16.14,4.5,62.78,0.45
1462,8.71,4.6,64.75,0.7
1463,11.01,1.8,89.97,0.28
1464,13.7,2.9,39.22,0.33
1465,6.81,4.9,18.6,0.8
1466,3.02,2.5,71.42,0.62
1467,13.39,3.4,89.35,0.4
1468,2.19,2.9,12.15,0.7
1469,7.13,2.3,31.14,0.46
1470,9.65,3.0,6.02,0.47
1471,5.49,3.6,21.1,0.68
1472,1.15,3.7,28.76,0.83
1473,15.14,2.1,20.6,0.18
1474,12.63,4.6,78.78,0.57
1475,11.17,2.3,80.94,0.33
1476,8.82,4.6,5.57,0.7
1477,14.91,2.8,1.06,0.28
1478,12.74,1.5,45.51,0.18
1479,1.02,4.4,15.56,0.92
1480,12.81,3.6,54.31,0.44
1481,1.06,3.0,25.33,0.75
1482,13.79,3.7,28.67,0.42
1483,7.5,1.6,34.38,0.37
1484,11.51,2.9,40.52,0.4
1485,12.5,4.6,96.02,0.58
1486,9.5,4.2,29.32,0.63
1487,16.2,3.2,9.93,0.28
1488,2.78,4.6,95.2,0.89
1489,9.27,3.7,37.42,0.57
1490,12.19,2.8,0.4,0.36
1491,13.78,3.7,47.55,0.43
1492,6.14,1.0,66.07,0.33
1493,16.35,3.5,76.51,0.32
1494,15.72,2.3,88.66,0.19
1495,9.92,3.8,76.71,0.56
1496,10.37,4.9,7.78,0.69
1497,7.51,1.4,41.69,0.34
1498,16.25,1.1,77.39,0.02
1499,9.31,1.4,32.53,0.28
1500,4.5,1.4,40.54,0.44
1501,13.72,4.3,12.6,0.5
1502,6.68,1.7,30.8,0.4
1503,11.1,4.2,37.47,0.57
1504,11.49,2.3,54.93,0.32
1505,5.17,4.9,87.53,0.85
1506,14.97,1.4,95.97,0.1
1507,12.86,2.1,6.13,0.25
1508,9.35,4.7,37.31,0.69
1509,2.2,3.4,12.79,0.76
1510,6.6,2.5,23.54,0.51
1511,8.25,4.6,38.05,0.72
1512,4.31,2.0,26.39,0.52
1513,11.19,3.8,11.15,0.52
1514,15.68,1.9,89.69,0.14
1515,9.12,1.6,8.09,0.31
1516,9.6,2.1,85.77,0.36
1517,11.25,1.4,49.69,0.22
1518,14.11,1.8,98.93,0.18
1519,13.59,5.0,71.22,0.59
1520,10.99,3.2,55.94,0.45
1521,15.31,3.7,46.09,0.38
1522,1.82,4.5,27.12,0.91
1523,11.25,3.4,11.16,0.47
1524,3.98,2.2,58.22,0.55
1525,8.17,4.2,78.0,0.67
1526,11.94,1.7,6.99,0.23
1527,12.64,4.3,18.8,0.54
1528,8.85,1.2,36.21,0.27
1529,2.79,2.1,78.76,0.58
1530,3.17,3.5,20.57,0.74
1531,3.06,4.6,89.91,0.88
1532,14.79,4.7,68.97,0.52
1533,11.37,3.5,42.47,0.48
1534,10.72,1.1,16.35,0.2
1535,5.3,2.2,90.46,0.51
1536,1.03,2.0,57.35,0.62
1537,5.83,1.3,87.0,0.38
1538,12.17,2.3,78.78,0.3
1539,14.74,2.7,45.12,0.27
1540,2.31,1.8,55.55,0.56
1541,10.6,4.0,87.08,0.57
1542,2.67,4.8,56.82,0.92
1543,14.37,4.1,33.87,0.46
1544,5.32,3.2,25.85,0.64
1545,10.74,3.2,88.95,0.46
1546,12.51,3.1,14.95,0.39
1547,7.62,1.3,76.81,0.32
1548,8.14,1.9,30.53,0.38
1549,15.33,1.6,46.22,0.11
1550,2.67,2.3,57.48,0.61
1551,4.87,4.6,32.14,0.83
1552,4.37,2.6,68.29,0.59
1553,3.39,5.0,75.78,0.92
1554,8.25,1.1,59.71,0.28
1555,16.26,4.8,49.77,0.48
1556,3.93,3.4,60.85,0.71
1557,1.23,2.0,83.49,0.62
1558,1.17,1.2,87.97,0.52
1559,3.63,2.6,56.94,0.62
1560,6.89,2.7,84.45,0.52
1561,9.41,4.9,45.5,0.72
1562,4.47,2.9,63.5,0.63
1563,13.19,2.7,19.6,0.32
1564,9.72,2.9,26.04,0.46
1565,5.62,4.8,68.48,0.83
1566,4.93,3.5,92.45,0.69
1567,15.09,3.7,92.28,0.38
1568,5.3,2.1,28.44,0.5
1569,9.76,1.3,73.28,0.25
1570,12.73,5.0,39.06,0.62
1571,15.07,4.2,43.49,0.45
1572,3.62,3.3,47.95,0.7
1573,9.32,2.2,91.33,0.38
1574,1.14,1.4,58.58,0.55
1575,9.73,2.3,93.05,0.38
1576,12.31,4.4,93.78,0.56
1577,8.85,1.6,52.65,0.32
1578,4.92,1.6,60.76,0.45
1579,15.36,2.9,54.02,0.27
1580,5.42,4.0,72.53,0.73
1581,7.0,4.5,15.86,0.74
1582,2.9,4.3,69.56,0.85
1583,4.82,2.7,48.1,0.59
1584,7.6,2.5,9.05,0.47
1585,13.3,2.6,4.12,0.3
1586,3.31,4.1,46.5,0.81
1587,4.07,2.7,54.39,0.61
1588,14.38,3.9,63.84,0.43
1589,3.93,2.4,55.31,0.58
1590,7.18,2.1,37.32,0.44
1591,1.22,1.8,90.9,0.59
1592,9.21,2.7,95.49,0.45
1593,14.51,2.5,21.92,0.25
1594,5.29,3.3,86.94,0.65
1595,10.56,3.5,94.91,0.5
1596,10.26,2.8,62.62,0.43
1597,7.77,1.9,69.39,0.39
1598,1.24,3.8,74.08,0.84
1599,9.35,1.3,54.06,0.27
1600,16.47,1.7,68.65,0.09
1601,8.92,5.0,64.14,0.74
1602,7.01,3.9,0.17,0.67
1603,6.48,1.8,49.18,0.42
1604,15.42,3.4,64.11,0.33
1605,10.4,1.2,76.13,0.22
1606,9.51,2.8,62.53,0.45
1607,14.59,1.2,43.12,0.09
1608,7.81,4.4,72.41,0.71
1609,9.85,4.7,90.85,0.68
1610,4.51,2.3,7.16,0.55
1611,1.93,2.5,19.64,0.66
1612,3.72,3.1,64.69,0.67
1613,5.05,1.6,32.47,0.44
1614,1.12,3.6,13.85,0.82
1615,12.52,3.1,71.2,0.39
1616,3.83,1.9,91.56,0.52
1617,1.53,4.7,87.59,0.95
1618,12.69,4.0,96.0,0.5
1619,1.0,4.2,46.13,0.9
1620,14.54,4.1,69.06,0.45
1621,3.62,3.4,28.67,0.72
1622,7.35,2.7,48.5,0.51
1623,13.3,3.5,56.25,0.42
1624,5.31,2.4,83.49,0.54
1625,4.7,3.5,42.83,0.69
1626,6.29,4.6,81.6,0.78
1627,10.64,2.9,12.46,0.43
1628,4.3,5.0,85.55,0.89
1629,13.61,2.5,73.86,0.28
1630,12.09,1.7,39.38,0.23
1631,5.07,2.9,35.55,0.61
1632,14.88,2.3,93.58,0.21
1633,11.81,1.1,5.86,0.16
1634,10.25,2.9,32.6,0.44
1635,1.04,1.7,58.64,0.59
1636,10.46,2.1,59.5,0.33
1637,13.61,2.1,26.6,0.23
1638,2.16,2.3,35.87,0.63
1639,14.12,2.2,0.27,0.23
1640,7.87,3.5,52.28,0.59
1641,11.28,1.4,29.51,0.22
1642,14.2,3.4,98.33,0.37
1643,1.86,4.3,17.27,0.88
1644,10.8,3.7,9.28,0.52
1645,7.19,4.1,25.98,0.69
1646,14.76,4.0,29.15,0.43
1647,14.71,2.1,27.21,0.2
1648,10.78,4.4,44.69,0.61
1649,5.39,4.9,48.62,0.85
1650,9.14,1.3,35.83,0.27
1651,8.24,1.3,83.42,0.3
1652,7.95,3.9,82.12,0.64
1653,5.95,2.2,36.36,0.49
1654,8.66,3.5,13.97,0.57
1655,6.26,4.9,34.48,0.82
1656,16.4,2.1,21.6,0.14
1657,12.14,4.6,32.87,0.59
1658,15.77,4.9,86.79,0.51
1659,11.73,4.4,69.19,0.58
1660,16.14,3.8,15.1,0.36
1661,8.96,2.4,5.51,0.42
1662,11.08,2.5,17.28,0.36
1663,7.1,4.4,96.77,0.73
1664,14.14,4.4,95.24,0.5
1665,13.56,3.3,90.56,0.38
1666,14.32,4.0,26.85,0.45
1667,1.71,4.8,83.46,0.95
1668,2.33,4.7,50.52,0.92
1669,6.9,2.9,35.56,0.55
1670,7.51,4.1,34.36,0.68
1671,12.16,1.5,34.6,0.2
1672,10.03,2.9,74.26,0.45
1673,11.32,1.0,88.84,0.17
1674,13.2,3.3,37.1,0.39
1675,12.67,1.3,36.62,0.16
1676,12.97,3.8,81.5,0.46
1677,3.43,2.2,89.39,0.57
1678,5.11,1.1,8.51,0.38
1679,5.89,3.0,21.4,0.59
1680,1.4,1.9,67.72,0.6
1681,15.78,2.6,13.98,0.22
1682,1.71,4.5,99.61,0.91
1683,5.5,1.4,97.34,0.4
1684,6.33,3.5,13.61,0.64
1685,9.33,2.0,86.01,0.36
1686,6.78,2.3,52.47,0.48
1687,10.25,3.7,41.98,0.54
1688,3.61,2.8,69.22,0.64
1689,4.49,3.4,99.98,0.69
1690,15.31,3.7,40.63,0.38
1691,3.32,3.0,27.22,0.68
1692,4.6,4.6,1.8,0.83
1693,13.09,3.2,71.91,0.39
1694,3.13,3.9,33.33,0.79
1695,15.67,1.2,98.0,0.05
1696,3.05,2.9,20.77,0.67
1697,4.95,2.6,7.08,0.57
1698,16.07,4.4,40.15,0.44
1699,7.48,2.4,56.52,0.47
1700,10.21,4.7,49.44,0.67
1701,9.78,2.5,59.89,0.4
1702,13.44,2.3,29.7,0.26
1703,11.18,3.4,55.73,0.47
1704,13.24,4.4,30.7,0.53
1705,14.89,4.1,74.48,0.44
1706,5.11,2.8,73.22,0.59
1707,4.35,4.9,14.85,0.88
1708,8.36,3.5,55.69,0.58
1709,10.74,2.3,66.98,0.35
1710,15.47,3.8,79.52,0.38
1711,5.29,2.1,3.42,0.5
1712,5.04,1.5,65.06,0.43
1713,11.0,4.7,59.14,0.64
1714,7.36,1.9,85.74,0.41
1715,6.47,3.8,93.84,0.67
1716,5.57,1.0,62.41,0.35
1717,16.05,1.1,40.77,0.03
1718,3.57,3.2,2.8,0.69
1719,6.6,2.8,36.41,0.54
1720,14.46,2.6,89.5,0.27
1721,16.17,3.6,13.89,0.34
1722,5.52,4.0,30.6,0.73
1723,11.05,4.9,41.25,0.66
1724,5.87,1.5,59.81,0.41
1725,13.58,3.2,91.83,0.37
1726,2.3,1.3,36.16,0.5
1727,15.11,3.5,64.46,0.36
1728,12.37,3.9,25.3,0.5
1729,3.4,3.9,8.43,0.79
1730,11.27,1.8,49.13,0.27
1731,8.71,1.7,39.2,0.34
1732,14.86,4.5,47.41,0.49
1733,7.76,1.5,77.24,0.34
1734,2.99,2.3,48.5,0.6
1735,1.78,3.5,45.19,0.79
1736,10.16,2.5,57.42,0.39
1737,6.66,1.4,31.25,0.37
1738,14.75,2.9,46.78,0.29
1739,1.03,2.5,49.18,0.69
1740,10.33,1.6,85.55,0.27
1741,1.39,1.8,69.66,0.59
1742,15.08,3.5,78.57,0.36
1743,3.57,3.8,98.59,0.77
1744,11.19,2.5,51.95,0.36
1745,4.47,3.3,43.34,0.68
1746,3.71,2.7,54.8,0.63
1747,13.61,4.7,20.95,0.56
1748,3.33,1.6,19.13,0.5
1749,13.52,4.3,1.63,0.51
1750,15.15,4.3,9.88,0.46
1751,16.14,3.5,42.09,0.32
1752,9.12,5.0,30.12,0.74
1753,4.33,2.6,65.12,0.59
1754,11.19,1.0,73.87,0.17
1755,6.42,2.3,11.76,0.49
1756,14.77,2.0,89.15,0.18
1757,9.8,1.7,40.98,0.3
1758,8.63,2.9,85.47,0.49
1759,3.57,1.8,84.04,0.52
1760,4.83,4.7,57.76,0.84
1761,14.92,4.3,2.22,0.46
1762,11.63,2.2,41.05,0.31
1763,7.61,2.1,53.55,0.42
1764,1.71,2.9,60.06,0.71
1765,12.35,1.2,71.32,0.16
1766,9.72,1.9,53.26,0.33
1767,12.27,2.3,29.51,0.3
1768,14.41,3.4,16.63,0.37
1769,6.87,1.8,72.39,0.41
1770,16.28,3.8,64.83,0.36
1771,13.21,1.1,85.11,0.12
1772,1.64,1.4,84.19,0.53
1773,14.87,5.0,12.59,0.55
1774,8.97,2.6,99.5,0.44
1775,2.01,4.8,64.9,0.94
1776,8.17,4.3,22.47,0.68
1777,11.96,1.4,87.61,0.2
1778,15.49,1.9,90.51,0.15
1779,8.73,2.0,76.73,0.38
1780,8.65,4.9,83.67,0.74
1781,5.69,4.9,49.05,0.84
1782,10.98,4.2,50.99,0.58
1783,13.71,3.9,19.94,0.45
1784,6.84,3.5,75.93,0.62
1785,3.0,1.7,2.11,0.52
1786,9.79,1.2,15.48,0.24
1787,3.69,1.3,45.03,0.45
1788,8.18,1.1,34.98,0.28
1789,7.57,1.9,56.46,0.4
1790,1.1,4.4,89.18,0.92
1791,13.57,4.3,34.83,0.51
1792,15.1,3.6,74.93,0.37
1793,9.21,2.4,31.84,0.41
1794,2.48,1.0,6.95,0.45
1795,11.96,2.5,36.9,0.33
1796,5.36,3.0,46.58,0.61
1797,16.48,1.8,84.34,0.1
1798,9.76,1.8,42.78,0.32
1799,10.09,2.6,94.92,0.41
1800,8.62,4.6,71.83,0.7
1801,12.01,3.6,35.88,0.47
1802,15.88,1.8,0.7,0.12
